Weather_Condition,Road_Type,Road_Condition,Speed_Limit,Time_of_Day,Vehicle_Type,Driver_Age,State,City,Accident_Severity
Clear,Rural Road,Hill Area,90,Afternoon,Truck,39.0,Uttar Pradesh,Gautam Buddha Nagar,Severe
Fog,Rural Road,Hill Area,35,Afternoon,Car,26.0,Karnataka,Hubli,Severe
Fog,City Street,Hill Area,30,Night,Bus,37.0,Maharashtra,Mumbai,Fatal
Fog,Rural Road,Normal,90,Afternoon,Truck,40.0,Tamil Nadu,Chennai,Severe
Fog,Rural Road,Wet,45,Morning,Motorcycle,37.0,Tamil Nadu,Salem,Severe
Snow,City Street,Normal,60,Evening,Motorcycle,22.0,Maharashtra,Nashik,Severe
Fog,Rural Road,Wet,70,Evening,Car,37.0,Tamil Nadu,Chennai,Fatal
Snow,Rural Road,Normal,55,Afternoon,Car,52.0,Maharashtra,Nashik,Moderate
Rain,Rural Road,Normal,120,Evening,Truck,40.0,Uttar Pradesh,Maharajganj,Severe
Clear,City Street,Potholes,30,Evening,Truck,46.0,Haryana,Rohtak,Minor
Clear,Rural Road,Potholes,90,Evening,Car,32.0,Karnataka,Mysuru,Moderate
Fog,City Street,Normal,80,Afternoon,Car,43.0,Uttar Pradesh,Pilibhit,Moderate
Snow,Highway,Hill Area,120,Evening,Truck,38.0,Delhi,West Delhi,Fatal
Snow,Rural Road,Potholes,35,Afternoon,Motorcycle,23.0,Maharashtra,Nagpur,Fatal
Fog,City Street,Hill Area,80,Afternoon,Truck,38.0,Delhi,Central Delhi,Fatal
Fog,Highway,Normal,200,Evening,Car,23.0,Tamil Nadu,Madurai,Fatal
Clear,Highway,Potholes,120,Night,Car,27.0,Uttar Pradesh,Mirzapur,Fatal
Clear,City Street,Normal,45,Morning,Motorcycle,37.0,Tamil Nadu,Salem,Moderate
Clear,Rural Road,Hill Area,45,Evening,Motorcycle,38.0,Haryana,Nuh,Fatal
Snow,City Street,Normal,25,Evening,Bus,20.0,Karnataka,Bengaluru,Severe
Clear,Rural Road,Hill Area,45,Night,Car,47.0,Haryana,Jhajjar,Severe
Fog,Highway,Potholes,80,Evening,Truck,41.0,Delhi,South Delhi,Fatal
Snow,City Street,Hill Area,30,Night,Motorcycle,26.0,Tamil Nadu,Chennai,Fatal
Snow,Highway,Normal,100,Night,Bus,16.0,Tamil Nadu,Coimbatore,Fatal
Rain,City Street,Hill Area,25,Morning,Motorcycle,33.0,Tamil Nadu,Chennai,Fatal
Clear,Highway,Hill Area,65,Evening,Truck,29.0,Haryana,Jhajjar,Fatal
Snow,Rural Road,Hill Area,45,Evening,Car,36.0,Tamil Nadu,Chennai,Fatal
Snow,Rural Road,Normal,55,Night,Car,30.0,Delhi,North Delhi,Moderate
Fog,City Street,Wet,35,Afternoon,Motorcycle,16.0,Karnataka,Hubli,Fatal
Snow,Highway,Hill Area,70,Afternoon,Motorcycle,30.0,Delhi,West Delhi,Fatal
Clear,Highway,Potholes,65,Evening,Car,31.0,Uttar Pradesh,Azamgarh,Moderate
Rain,Highway,Hill Area,150,Morning,Bus,42.0,Delhi,North Delhi,Fatal
Clear,Highway,Potholes,100,Afternoon,Truck,26.0,Delhi,West Delhi,Severe
Rain,Rural Road,Hill Area,45,Night,Truck,55.0,Uttar Pradesh,Lakhimpur Kheri,Fatal
Rain,City Street,Hill Area,80,Morning,Car,16.0,Karnataka,Bengaluru,Fatal
Snow,City Street,Wet,35,Night,Car,50.0,Tamil Nadu,Madurai,Severe
Rain,City Street,Potholes,80,Afternoon,Bus,32.0,Tamil Nadu,Coimbatore,Severe
Clear,Rural Road,Normal,45,Evening,Motorcycle,45.0,Delhi,New Delhi,Severe
Rain,City Street,Potholes,80,Afternoon,Motorcycle,35.0,Tamil Nadu,Chennai,Fatal
Snow,Rural Road,Wet,55,Morning,Motorcycle,48.0,Delhi,South Delhi,Severe
Fog,Rural Road,Normal,55,Night,Truck,30.0,Maharashtra,Nagpur,Moderate
Snow,Highway,Potholes,100,Night,Bus,21.0,Karnataka,Hubli,Fatal
Snow,Rural Road,Hill Area,70,Evening,Truck,52.0,Delhi,North East Delhi,Fatal
Clear,Highway,Hill Area,150,Morning,Bus,33.0,Tamil Nadu,Coimbatore,Fatal
Fog,Highway,Hill Area,200,Evening,Motorcycle,37.0,Haryana,Panchkula,Fatal
Snow,Rural Road,Potholes,45,Night,Car,49.0,Tamil Nadu,Chennai,Fatal
Clear,City Street,Normal,35,Night,Truck,22.0,Maharashtra,Nagpur,Minor
Fog,Highway,Normal,70,Night,Car,42.0,Tamil Nadu,Coimbatore,Fatal
Fog,Highway,Hill Area,65,Afternoon,Bus,27.0,Haryana,Kurukshetra,Fatal
Snow,Highway,Normal,120,Night,Car,33.0,Haryana,Fatehabad,Fatal
Rain,Rural Road,Potholes,70,Afternoon,Motorcycle,35.0,Maharashtra,Pune,Fatal
Rain,Rural Road,Wet,90,Night,Car,16.0,Karnataka,Mangaluru,Fatal
Snow,City Street,Potholes,30,Evening,Motorcycle,25.0,Karnataka,Bengaluru,Fatal
Rain,Rural Road,Normal,70,Night,Motorcycle,51.0,Uttar Pradesh,Bijnor,Fatal
Rain,Highway,Wet,80,Evening,Car,45.0,Haryana,Hisar,Fatal
Rain,City Street,Hill Area,80,Morning,Bus,34.0,Karnataka,Mangaluru,Severe
Snow,Highway,Potholes,65,Night,Motorcycle,37.0,Uttar Pradesh,Lakhimpur Kheri,Fatal
Rain,Rural Road,Hill Area,55,Afternoon,Car,31.0,Delhi,Central Delhi,Moderate
Rain,Rural Road,Wet,120,Afternoon,Car,51.0,Karnataka,Mangaluru,Fatal
Snow,Highway,Wet,100,Night,Bus,32.0,Karnataka,Hubli,Fatal
Rain,Rural Road,Wet,120,Evening,Motorcycle,37.0,Haryana,Jhajjar,Fatal
Rain,Rural Road,Wet,120,Night,Truck,48.0,Tamil Nadu,Salem,Fatal
Clear,City Street,Normal,25,Morning,Car,25.0,Haryana,Mahendragarh,Minor
Fog,Highway,Normal,220,Evening,Truck,53.0,Uttar Pradesh,Gonda,Fatal
Fog,City Street,Wet,45,Night,Car,16.0,Maharashtra,Nagpur,Severe
Clear,Highway,Potholes,65,Afternoon,Car,54.0,Tamil Nadu,Coimbatore,Severe
Rain,Highway,Potholes,80,Morning,Bus,30.0,Tamil Nadu,Coimbatore,Fatal
Fog,Highway,Normal,65,Afternoon,Bus,32.0,Haryana,Jind,Severe
Snow,Highway,Wet,220,Night,Motorcycle,16.0,Tamil Nadu,Chennai,Fatal
Fog,Rural Road,Normal,45,Morning,Car,29.0,Karnataka,Mysuru,Minor
Fog,Highway,Wet,80,Morning,Motorcycle,22.0,Maharashtra,Pune,Fatal
Fog,Highway,Wet,220,Afternoon,Truck,27.0,Delhi,North West Delhi,Fatal
Snow,Highway,Hill Area,80,Evening,Bus,33.0,Tamil Nadu,Chennai,Fatal
Rain,Highway,Normal,65,Night,Car,46.0,Tamil Nadu,Madurai,Fatal
Snow,Highway,Wet,55,Evening,Car,37.0,Haryana,Ambala,Severe
Fog,City Street,Potholes,25,Night,Motorcycle,38.0,Maharashtra,Nagpur,Fatal
Clear,City Street,Potholes,30,Morning,Motorcycle,21.0,Tamil Nadu,Salem,Moderate
Fog,City Street,Potholes,60,Night,Truck,24.0,Karnataka,Mysuru,Severe
Snow,Highway,Normal,80,Evening,Truck,56.0,Delhi,North East Delhi,Fatal
Snow,Highway,Potholes,150,Night,Truck,26.0,Delhi,South Delhi,Fatal
Rain,City Street,Wet,45,Evening,Car,54.0,Karnataka,Hubli,Moderate
Clear,City Street,Hill Area,60,Evening,Motorcycle,32.0,Karnataka,Mangaluru,Severe
Clear,Highway,Hill Area,150,Night,Bus,35.0,Uttar Pradesh,Budaun,Fatal
Clear,Rural Road,Hill Area,45,Afternoon,Bus,47.0,Tamil Nadu,Madurai,Moderate
Fog,Highway,Normal,65,Afternoon,Motorcycle,50.0,Tamil Nadu,Coimbatore,Fatal
Snow,City Street,Wet,35,Evening,Truck,33.0,Karnataka,Bengaluru,Severe
Clear,City Street,Normal,25,Night,Truck,30.0,Karnataka,Mangaluru,Moderate
Snow,City Street,Wet,80,Night,Truck,34.0,Delhi,North Delhi,Fatal
Fog,Highway,Potholes,150,Night,Car,39.0,Haryana,Kurukshetra,Fatal
Rain,Highway,Wet,120,Afternoon,Car,45.0,Delhi,South East Delhi,Fatal
Snow,Rural Road,Normal,45,Evening,Truck,35.0,Haryana,Kaithal,Moderate
Fog,City Street,Normal,60,Morning,Car,42.0,Maharashtra,Nashik,Minor
Fog,Rural Road,Normal,35,Afternoon,Car,54.0,Haryana,Jind,Minor
Fog,City Street,Wet,60,Afternoon,Motorcycle,39.0,Karnataka,Mangaluru,Fatal
Fog,Highway,Hill Area,200,Morning,Bus,38.0,Delhi,Central Delhi,Fatal
Fog,Highway,Potholes,55,Afternoon,Truck,16.0,Karnataka,Bengaluru,Fatal
Clear,Rural Road,Hill Area,90,Evening,Motorcycle,16.0,Haryana,Mahendragarh,Fatal
Clear,Rural Road,Hill Area,35,Afternoon,Bus,39.0,Karnataka,Mysuru,Moderate
Fog,Rural Road,Hill Area,55,Evening,Car,33.0,Uttar Pradesh,Kannauj,Severe
Fog,City Street,Normal,35,Afternoon,Motorcycle,28.0,Tamil Nadu,Salem,Moderate
Snow,Highway,Hill Area,100,Evening,Truck,37.0,Uttar Pradesh,Azamgarh,Fatal
,Highway,Hill Area,70,Afternoon,Motorcycle,34.0,Uttar Pradesh,Unnao,Fatal
Rain,Highway,Wet,55,Afternoon,Truck,48.0,Delhi,North West Delhi,Moderate
Fog,Rural Road,Normal,55,Afternoon,Truck,36.0,Uttar Pradesh,Agra,Moderate
Snow,City Street,Hill Area,80,Night,Bus,26.0,Delhi,North West Delhi,Fatal
Clear,Rural Road,Hill Area,55,Night,Bus,46.0,Delhi,North East Delhi,Severe
,Rural Road,Normal,55,Morning,Bus,32.0,Uttar Pradesh,Jaunpur,Minor
Fog,City Street,Hill Area,45,Night,Motorcycle,41.0,Karnataka,Hubli,Fatal
Snow,City Street,Hill Area,60,Morning,Motorcycle,29.0,Haryana,Ambala,Fatal
Rain,Rural Road,Hill Area,35,Evening,Motorcycle,27.0,Maharashtra,Pune,Fatal
Snow,Highway,Potholes,70,Night,Truck,36.0,Tamil Nadu,Salem,Fatal
Snow,City Street,Potholes,25,Afternoon,Truck,35.0,Delhi,Shahdara,Moderate
Clear,City Street,Wet,45,Night,Truck,40.0,Uttar Pradesh,Shamli,Moderate
Clear,Highway,Hill Area,150,Night,Truck,31.0,Maharashtra,Nashik,Fatal
Clear,Highway,Wet,80,Morning,Motorcycle,16.0,Haryana,Bhiwani,Fatal
Rain,Rural Road,Wet,35,Afternoon,Car,29.0,Delhi,East Delhi,Moderate
Clear,City Street,Potholes,35,Evening,Motorcycle,44.0,Maharashtra,Nashik,Severe
Rain,Rural Road,Potholes,35,Evening,Truck,31.0,Tamil Nadu,Salem,Minor
Clear,City Street,Wet,45,Night,Bus,32.0,Maharashtra,Nagpur,Moderate
Snow,Highway,Hill Area,80,Afternoon,Bus,46.0,Uttar Pradesh,Ballia,Fatal
Snow,City Street,Hill Area,60,Night,Truck,26.0,Uttar Pradesh,Farrukhabad,Fatal
Fog,Rural Road,Potholes,45,Morning,Bus,16.0,Uttar Pradesh,Shravasti,Severe
Fog,Highway,Normal,150,Morning,Bus,33.0,Haryana,Jind,Fatal
Fog,City Street,Wet,35,Afternoon,Bus,29.0,Uttar Pradesh,Shravasti,Moderate
Fog,Rural Road,Potholes,45,Morning,Bus,23.0,Tamil Nadu,Salem,Moderate
Fog,Rural Road,Normal,70,Morning,Car,32.0,Haryana,Sonipat,Moderate
Clear,Rural Road,Potholes,120,Afternoon,Car,40.0,Haryana,Rewari,Severe
Rain,Highway,Wet,55,Morning,Motorcycle,34.0,Uttar Pradesh,Baghpat,Fatal
Snow,Rural Road,Hill Area,70,Afternoon,Motorcycle,38.0,Uttar Pradesh,Hamirpur,Fatal
Rain,Highway,Normal,80,Night,Motorcycle,56.0,Karnataka,Hubli,Fatal
Rain,Rural Road,Potholes,120,Morning,Truck,30.0,Maharashtra,Pune,Fatal
Fog,Highway,Potholes,80,Afternoon,Car,38.0,Maharashtra,Mumbai,Fatal
Fog,City Street,Potholes,30,Evening,Car,28.0,Uttar Pradesh,Hapur,Moderate
Rain,City Street,Potholes,35,Afternoon,Motorcycle,24.0,Delhi,South Delhi,Severe
Clear,Rural Road,Wet,90,Afternoon,Truck,27.0,Tamil Nadu,Chennai,Severe
Clear,Highway,Potholes,65,Evening,Car,,Maharashtra,Pune,Severe
Clear,City Street,Hill Area,35,Morning,Truck,39.0,Haryana,Yamunanagar,Moderate
Rain,City Street,Hill Area,35,Afternoon,Bus,63.0,Karnataka,Mangaluru,Severe
Fog,City Street,Normal,45,Night,Truck,26.0,Karnataka,Mangaluru,Moderate
Snow,City Street,Potholes,30,Morning,Motorcycle,30.0,Karnataka,Bengaluru,Fatal
Fog,City Street,Normal,60,Evening,Truck,34.0,Tamil Nadu,Coimbatore,Minor
Snow,Highway,Hill Area,55,Morning,Truck,39.0,Delhi,North West Delhi,Fatal
Rain,City Street,Wet,45,Afternoon,Car,38.0,Karnataka,Mysuru,Minor
Rain,City Street,Hill Area,25,Night,Truck,50.0,Haryana,Rohtak,Severe
Clear,Highway,Hill Area,120,Morning,Car,16.0,Haryana,Palwal,Fatal
Snow,City Street,Hill Area,80,Morning,Motorcycle,16.0,Haryana,Charkhi Dadri,Fatal
Fog,Rural Road,Wet,120,Afternoon,Car,29.0,Uttar Pradesh,Maharajganj,Fatal
Clear,Highway,Normal,100,Evening,Motorcycle,48.0,Haryana,Mahendragarh,Fatal
Fog,City Street,Potholes,45,Evening,Truck,16.0,Haryana,Rohtak,Moderate
Snow,Highway,Wet,70,Morning,Car,16.0,Karnataka,Mysuru,Fatal
Fog,Rural Road,Wet,120,Evening,Truck,41.0,Karnataka,Bengaluru,Fatal
Snow,Rural Road,Hill Area,45,Morning,Car,37.0,Tamil Nadu,Coimbatore,Severe
Rain,Highway,Normal,150,Morning,Car,21.0,Delhi,West Delhi,Fatal
Rain,City Street,Hill Area,45,Night,Bus,23.0,Maharashtra,Nagpur,Fatal
Fog,Highway,Hill Area,80,Afternoon,Motorcycle,23.0,Karnataka,Bengaluru,Fatal
Snow,City Street,Wet,45,Afternoon,Truck,36.0,Uttar Pradesh,Hardoi,Moderate
Fog,Rural Road,Potholes,120,Morning,Motorcycle,27.0,Maharashtra,Nashik,Fatal
Snow,Highway,Hill Area,65,Evening,Bus,40.0,Haryana,Karnal,Fatal
Clear,Rural Road,Hill Area,90,Night,Bus,16.0,Maharashtra,Nagpur,Fatal
Snow,City Street,Normal,45,Morning,Truck,24.0,Uttar Pradesh,Firozabad,Moderate
Rain,Highway,Hill Area,65,Evening,Motorcycle,21.0,Uttar Pradesh,Bhadohi,Fatal
Rain,Highway,Wet,120,Evening,Car,31.0,Uttar Pradesh,Gorakhpur,Fatal
Fog,Rural Road,Potholes,45,Afternoon,Bus,28.0,Uttar Pradesh,Basti,Moderate
Fog,City Street,Normal,45,Evening,Car,44.0,Maharashtra,Pune,Moderate
Rain,Highway,Wet,80,Night,Car,16.0,Tamil Nadu,Chennai,Fatal
Rain,Highway,Wet,120,Morning,Car,35.0,Tamil Nadu,Coimbatore,Fatal
Snow,Rural Road,Wet,35,Afternoon,Truck,41.0,Tamil Nadu,Madurai,Moderate
Snow,Rural Road,Hill Area,70,Afternoon,Motorcycle,57.0,Delhi,South Delhi,Fatal
Rain,Rural Road,Normal,70,Night,Truck,29.0,Uttar Pradesh,Hathras,Severe
Fog,Rural Road,Normal,55,Morning,Bus,38.0,Tamil Nadu,Coimbatore,Moderate
Fog,City Street,Hill Area,30,Night,Motorcycle,16.0,Uttar Pradesh,Sonbhadra,Fatal
Clear,Rural Road,Potholes,120,Afternoon,Bus,16.0,Tamil Nadu,Coimbatore,Fatal
Clear,Rural Road,Potholes,45,Evening,Truck,45.0,Maharashtra,Nashik,Minor
Rain,City Street,Hill Area,45,Afternoon,Truck,34.0,Haryana,Karnal,Moderate
Fog,Highway,Potholes,100,Night,Truck,49.0,Karnataka,Bengaluru,Fatal
Rain,Highway,Wet,150,Evening,Motorcycle,18.0,Karnataka,Hubli,Fatal
Clear,City Street,Normal,25,Evening,Bus,41.0,Delhi,South East Delhi,Minor
Fog,Highway,Hill Area,100,Night,Truck,57.0,Maharashtra,Nagpur,Fatal
Rain,Rural Road,Potholes,70,Morning,Bus,40.0,Tamil Nadu,Madurai,Moderate
Rain,Rural Road,Potholes,120,Evening,Car,38.0,Tamil Nadu,Coimbatore,Severe
Clear,Rural Road,Wet,55,Morning,Car,35.0,Karnataka,Mysuru,Minor
Fog,Rural Road,Normal,90,Afternoon,Truck,16.0,Karnataka,Hubli,Severe
Clear,Highway,Wet,80,Afternoon,Car,51.0,Delhi,Shahdara,Severe
Snow,Highway,Normal,65,Morning,Truck,27.0,Haryana,Rohtak,Severe
Rain,Highway,Normal,65,Afternoon,Truck,41.0,Karnataka,Mysuru,Moderate
Clear,Rural Road,Wet,45,Morning,Truck,16.0,Karnataka,Bengaluru,Moderate
Clear,Rural Road,Hill Area,45,Night,Truck,20.0,Delhi,East Delhi,Fatal
Clear,Highway,Normal,150,Night,Bus,52.0,Uttar Pradesh,Jhansi,Fatal
Clear,Rural Road,Normal,55,Morning,Car,30.0,Karnataka,Hubli,Minor
Rain,City Street,Potholes,45,Afternoon,Motorcycle,52.0,Haryana,Panipat,Severe
Snow,Highway,Potholes,65,Evening,Bus,34.0,Maharashtra,Nashik,Severe
Fog,Rural Road,Normal,45,Night,Car,16.0,Haryana,Panchkula,Severe
Clear,City Street,Normal,25,Morning,Truck,45.0,Uttar Pradesh,Shahjahanpur,Minor
Snow,Rural Road,Normal,70,Afternoon,Truck,27.0,Haryana,Faridabad,Moderate
Clear,City Street,Wet,60,Afternoon,Motorcycle,43.0,Uttar Pradesh,Baghpat,Moderate
Rain,Rural Road,Potholes,55,Afternoon,Bus,35.0,Karnataka,Mysuru,Minor
Clear,Highway,Normal,200,Afternoon,Car,16.0,Delhi,Shahdara,Fatal
Snow,Highway,Wet,65,Afternoon,Bus,36.0,Karnataka,Bengaluru,Fatal
Fog,City Street,Normal,80,Morning,Bus,61.0,Karnataka,Hubli,Moderate
Clear,Highway,Potholes,150,Morning,Motorcycle,40.0,Haryana,Panipat,Fatal
Rain,City Street,Hill Area,25,Afternoon,Car,34.0,Haryana,Gurugram,Severe
Clear,City Street,Potholes,35,Afternoon,Car,47.0,Maharashtra,Mumbai,Moderate
Clear,Rural Road,Potholes,35,Morning,Car,37.0,Uttar Pradesh,Kanpur Nagar,Minor
Snow,City Street,Normal,35,Evening,Motorcycle,37.0,Haryana,Rewari,Severe
Fog,City Street,Normal,45,Afternoon,Bus,21.0,Tamil Nadu,Madurai,Moderate
Fog,Highway,Normal,150,Afternoon,Car,37.0,Uttar Pradesh,Moradabad,Fatal
Snow,Highway,Potholes,65,Afternoon,Motorcycle,47.0,Maharashtra,Mumbai,Fatal
Rain,City Street,Wet,60,Night,Bus,24.0,Haryana,Fatehabad,Moderate
Clear,Highway,Wet,65,Afternoon,Car,52.0,Maharashtra,Mumbai,Severe
Clear,Highway,Potholes,220,Morning,Bus,33.0,Haryana,Mahendragarh,Fatal
Clear,Rural Road,Normal,35,Evening,Car,24.0,Haryana,Kaithal,Minor
Snow,Highway,Normal,65,Night,Motorcycle,46.0,Karnataka,Bengaluru,Fatal
Clear,Rural Road,Hill Area,90,Evening,Motorcycle,31.0,Karnataka,Hubli,Fatal
Rain,Rural Road,Normal,120,Afternoon,Motorcycle,44.0,Delhi,South Delhi,Fatal
Snow,Rural Road,Potholes,90,Morning,Truck,31.0,Tamil Nadu,Chennai,Fatal
Clear,Highway,Potholes,200,Evening,Bus,34.0,Karnataka,Hubli,Fatal
Fog,Highway,Potholes,55,Afternoon,Motorcycle,40.0,Tamil Nadu,Salem,Fatal
Fog,Highway,Wet,120,Morning,Bus,38.0,Karnataka,Mangaluru,Fatal
Fog,City Street,Normal,60,Afternoon,Truck,16.0,Uttar Pradesh,Farrukhabad,Moderate
Snow,Rural Road,Potholes,70,Afternoon,Motorcycle,21.0,Karnataka,Mysuru,Fatal
Rain,City Street,Wet,80,Afternoon,Car,46.0,Tamil Nadu,Madurai,Moderate
Snow,Rural Road,Hill Area,70,Afternoon,Motorcycle,33.0,Uttar Pradesh,Sambhal,Fatal
Fog,Highway,Wet,55,Afternoon,Motorcycle,28.0,Uttar Pradesh,Pratapgarh,Fatal
Snow,Highway,Wet,220,Night,Bus,18.0,Haryana,Sirsa,Fatal
Fog,City Street,Potholes,30,Evening,Truck,22.0,Uttar Pradesh,Muzaffarnagar,Moderate
Snow,Rural Road,Hill Area,90,Evening,Truck,16.0,Uttar Pradesh,Ghaziabad,Fatal
Fog,Rural Road,Hill Area,45,Night,Truck,33.0,Haryana,Panchkula,Fatal
Rain,Highway,Potholes,55,Morning,Bus,27.0,Uttar Pradesh,Bulandshahr,Moderate
Fog,City Street,Wet,35,Afternoon,Motorcycle,23.0,Delhi,East Delhi,Severe
Clear,City Street,Hill Area,30,Afternoon,Motorcycle,34.0,Uttar Pradesh,Kanpur Nagar,Fatal
Rain,City Street,Wet,35,Night,Truck,39.0,Haryana,Hisar,Severe
Clear,City Street,Potholes,80,Evening,Motorcycle,60.0,Maharashtra,Mumbai,Fatal
Rain,City Street,Potholes,45,Afternoon,Car,16.0,Delhi,East Delhi,Moderate
Snow,Rural Road,Potholes,45,Evening,Motorcycle,48.0,Karnataka,Mangaluru,Severe
Snow,Highway,Potholes,120,Night,Truck,46.0,Tamil Nadu,Chennai,Fatal
Rain,Rural Road,Normal,120,Morning,Bus,25.0,Maharashtra,Nashik,Severe
Snow,Rural Road,Hill Area,45,Evening,Truck,37.0,Tamil Nadu,Salem,Severe
Fog,Rural Road,Wet,70,Evening,Truck,29.0,Uttar Pradesh,Shamli,Severe
Clear,City Street,Wet,25,Morning,Car,37.0,Karnataka,Mangaluru,Minor
Snow,Rural Road,Normal,120,Afternoon,Motorcycle,53.0,Karnataka,Mysuru,Fatal
Clear,City Street,Hill Area,25,Afternoon,Motorcycle,42.0,Maharashtra,Pune,Fatal
Clear,Highway,Potholes,220,Night,Motorcycle,41.0,Haryana,Panchkula,Fatal
Rain,City Street,Wet,25,Morning,Car,29.0,Maharashtra,Nashik,Moderate
Fog,Rural Road,Hill Area,45,Morning,Car,17.0,Karnataka,Hubli,Fatal
Snow,Rural Road,Normal,90,Afternoon,Car,32.0,Tamil Nadu,Salem,Moderate
Fog,City Street,Normal,25,Night,Car,49.0,Maharashtra,Nashik,Severe
Clear,Highway,Normal,80,Afternoon,Motorcycle,16.0,Delhi,New Delhi,Fatal
Fog,Highway,Normal,70,Evening,Car,22.0,Haryana,Panchkula,Severe
Rain,Rural Road,Wet,70,Morning,Truck,36.0,Delhi,South East Delhi,Moderate
Snow,Rural Road,Potholes,90,Afternoon,Motorcycle,23.0,Delhi,South Delhi,Fatal
Fog,Rural Road,Hill Area,120,Evening,Truck,25.0,Delhi,Central Delhi,Fatal
Snow,Highway,Potholes,55,Evening,Truck,29.0,Maharashtra,Nashik,Severe
Rain,City Street,Wet,60,Afternoon,Bus,18.0,Delhi,North West Delhi,Moderate
Rain,Rural Road,Potholes,120,Evening,Bus,23.0,Maharashtra,Nashik,Fatal
Rain,City Street,Wet,45,Afternoon,Car,43.0,Maharashtra,Nagpur,Moderate
Fog,Rural Road,Wet,70,Night,Bus,19.0,Karnataka,Bengaluru,Fatal
Clear,Highway,Potholes,65,Afternoon,Motorcycle,16.0,Uttar Pradesh,Shravasti,Fatal
Clear,City Street,Wet,80,Morning,Truck,27.0,Maharashtra,Nashik,Moderate
Rain,Rural Road,Potholes,90,Night,Bus,43.0,Karnataka,Bengaluru,Fatal
Rain,City Street,Potholes,35,Night,Bus,32.0,Delhi,South Delhi,Moderate
Rain,Highway,Normal,70,Morning,Motorcycle,29.0,Haryana,Mahendragarh,Fatal
Fog,City Street,Potholes,35,Morning,Car,35.0,Haryana,Jind,Moderate
Clear,Rural Road,Potholes,45,Afternoon,Motorcycle,16.0,Karnataka,Mangaluru,Severe
Rain,City Street,Wet,25,Night,Bus,40.0,Uttar Pradesh,Kanpur Dehat,Severe
Fog,Rural Road,Potholes,55,Evening,Bus,39.0,Haryana,Panchkula,Moderate
Rain,City Street,Normal,45,Afternoon,Truck,30.0,Maharashtra,Nagpur,Minor
Clear,Highway,Hill Area,70,Evening,Truck,47.0,Haryana,Panchkula,Fatal
Fog,City Street,Wet,80,Afternoon,Bus,21.0,Karnataka,Mangaluru,Severe
Rain,Highway,Wet,55,Evening,Motorcycle,48.0,Delhi,South Delhi,Fatal
Snow,Highway,Potholes,150,Morning,Truck,36.0,Maharashtra,Pune,Fatal
Fog,City Street,Wet,80,Evening,Car,30.0,Uttar Pradesh,Etawah,Severe
Fog,Rural Road,Wet,70,Evening,Truck,34.0,Tamil Nadu,Madurai,Moderate
Snow,Highway,Hill Area,220,Afternoon,Car,33.0,Maharashtra,Mumbai,Fatal
Rain,Highway,Hill Area,65,Afternoon,Truck,49.0,Maharashtra,Nashik,Fatal
Fog,Rural Road,Hill Area,45,Afternoon,Bus,22.0,Haryana,Panipat,Severe
Snow,Rural Road,Wet,120,Afternoon,Car,25.0,Maharashtra,Mumbai,Fatal
Fog,Highway,Hill Area,80,Morning,Truck,47.0,Haryana,Yamunanagar,Fatal
Snow,City Street,Potholes,80,Morning,Motorcycle,27.0,Haryana,Nuh,Fatal
Clear,Rural Road,Wet,70,Morning,Truck,45.0,Delhi,North Delhi,Minor
Rain,Rural Road,Normal,120,Morning,Truck,55.0,Karnataka,Hubli,Severe
Fog,City Street,Hill Area,45,Night,Truck,30.0,Karnataka,Mangaluru,Fatal
,City Street,Potholes,30,Evening,Motorcycle,43.0,Tamil Nadu,Chennai,Fatal
Clear,Rural Road,Potholes,35,Evening,Truck,21.0,Maharashtra,Mumbai,Moderate
Rain,City Street,Wet,25,Evening,Motorcycle,44.0,Haryana,Jhajjar,Severe
Rain,Rural Road,Wet,120,Afternoon,Car,37.0,Haryana,Kurukshetra,Severe
Snow,Rural Road,Potholes,45,Evening,Car,40.0,Karnataka,Bengaluru,Severe
Snow,Highway,Hill Area,200,Afternoon,Bus,27.0,Delhi,Shahdara,Fatal
Clear,City Street,Normal,45,Evening,Motorcycle,16.0,Tamil Nadu,Salem,Moderate
Clear,City Street,Potholes,45,Afternoon,Motorcycle,41.0,Uttar Pradesh,Bhadohi,Severe
,Highway,Wet,200,Evening,Car,16.0,Karnataka,Mangaluru,Fatal
Snow,Highway,Normal,220,Afternoon,Truck,31.0,Uttar Pradesh,Lakhimpur Kheri,Fatal
Fog,City Street,Normal,60,Afternoon,Motorcycle,46.0,Tamil Nadu,Coimbatore,Severe
Clear,Rural Road,Potholes,90,Evening,Car,37.0,Karnataka,Mangaluru,Moderate
Snow,City Street,Hill Area,35,Evening,Motorcycle,58.0,Karnataka,Mangaluru,Fatal
Rain,Rural Road,Normal,45,Morning,Motorcycle,47.0,Delhi,North West Delhi,Severe
Rain,Rural Road,Hill Area,70,Night,Motorcycle,27.0,Maharashtra,Nagpur,Fatal
Clear,Rural Road,Hill Area,120,Night,Motorcycle,,Delhi,East Delhi,Fatal
Fog,City Street,Normal,80,Afternoon,Bus,,Karnataka,Mysuru,Moderate
Clear,Rural Road,Wet,120,Morning,Car,16.0,Uttar Pradesh,Jaunpur,Severe
Fog,City Street,Normal,25,Night,Truck,23.0,Maharashtra,Nashik,Moderate
Clear,City Street,Normal,60,Afternoon,Motorcycle,28.0,Delhi,South Delhi,Moderate
